rep_fasta_id	cluster_size	members
7TK4_EMD-25956_Y	27	7TK1_EMD-25949_Y,7TK2_EMD-25954_Y,7TK3_EMD-25955_Y,7TK4_EMD-25956_Y,7TK5_EMD-25957_Y,7TK6_EMD-25958_Y,7TK7_EMD-25959_Y,7TK8_EMD-25960_Y,7TK9_EMD-25961_Y,7TKA_EMD-25962_Y,7TKB_EMD-25963_Y,7TKC_EMD-25964_Y,7TKD_EMD-25965_Y,7TKE_EMD-25966_Y,7TKF_EMD-25967_Y,7TKG_EMD-25968_Y,7TKI_EMD-25970_Y,7TKJ_EMD-25971_Y,7TKK_EMD-25972_Y,7TKL_EMD-25973_Y,7TKM_EMD-25974_Y,7TKN_EMD-25975_Y,7TKO_EMD-25976_Y,7TKP_EMD-25977_Y,7TKQ_EMD-25978_Y,7TKR_EMD-25979_Y,7TKS_EMD-25980_Y
7TK7_EMD-25959_V	26	7TK1_EMD-25949_V,7TK2_EMD-25954_V,7TK3_EMD-25955_V,7TK4_EMD-25956_V,7TK5_EMD-25957_V,7TK6_EMD-25958_V,7TK7_EMD-25959_V,7TK8_EMD-25960_V,7TK9_EMD-25961_V,7TKA_EMD-25962_V,7TKB_EMD-25963_V,7TKC_EMD-25964_V,7TKD_EMD-25965_V,7TKE_EMD-25966_V,7TKF_EMD-25967_V,7TKG_EMD-25968_V,7TKI_EMD-25970_V,7TKJ_EMD-25971_V,7TKK_EMD-25972_V,7TKL_EMD-25973_V,7TKM_EMD-25974_V,7TKN_EMD-25975_V,7TKP_EMD-25977_V,7TKQ_EMD-25978_V,7TKR_EMD-25979_V,7TKS_EMD-25980_V
7TK9_EMD-25961_N	27	7TK1_EMD-25949_N,7TK2_EMD-25954_N,7TK3_EMD-25955_N,7TK4_EMD-25956_N,7TK5_EMD-25957_N,7TK6_EMD-25958_N,7TK7_EMD-25959_N,7TK8_EMD-25960_N,7TK9_EMD-25961_N,7TKA_EMD-25962_N,7TKB_EMD-25963_N,7TKC_EMD-25964_N,7TKD_EMD-25965_N,7TKE_EMD-25966_N,7TKF_EMD-25967_N,7TKG_EMD-25968_N,7TKI_EMD-25970_N,7TKJ_EMD-25971_N,7TKK_EMD-25972_N,7TKL_EMD-25973_N,7TKM_EMD-25974_N,7TKN_EMD-25975_N,7TKO_EMD-25976_N,7TKP_EMD-25977_N,7TKQ_EMD-25978_N,7TKR_EMD-25979_N,7TKS_EMD-25980_N
7TK9_EMD-25961_Q	27	7TK1_EMD-25949_Q,7TK2_EMD-25954_Q,7TK3_EMD-25955_Q,7TK4_EMD-25956_Q,7TK5_EMD-25957_Q,7TK6_EMD-25958_Q,7TK7_EMD-25959_Q,7TK8_EMD-25960_Q,7TK9_EMD-25961_Q,7TKA_EMD-25962_Q,7TKB_EMD-25963_Q,7TKC_EMD-25964_Q,7TKD_EMD-25965_Q,7TKE_EMD-25966_Q,7TKF_EMD-25967_Q,7TKG_EMD-25968_Q,7TKI_EMD-25970_Q,7TKJ_EMD-25971_Q,7TKK_EMD-25972_Q,7TKL_EMD-25973_Q,7TKM_EMD-25974_Q,7TKN_EMD-25975_Q,7TKO_EMD-25976_Q,7TKP_EMD-25977_Q,7TKQ_EMD-25978_Q,7TKR_EMD-25979_Q,7TKS_EMD-25980_Q
7TKB_EMD-25963_Z	27	7TK1_EMD-25949_Z,7TK2_EMD-25954_Z,7TK3_EMD-25955_Z,7TK4_EMD-25956_Z,7TK5_EMD-25957_Z,7TK6_EMD-25958_Z,7TK7_EMD-25959_Z,7TK8_EMD-25960_Z,7TK9_EMD-25961_Z,7TKA_EMD-25962_Z,7TKB_EMD-25963_Z,7TKC_EMD-25964_Z,7TKD_EMD-25965_Z,7TKE_EMD-25966_Z,7TKF_EMD-25967_Z,7TKG_EMD-25968_Z,7TKI_EMD-25970_Z,7TKJ_EMD-25971_Z,7TKK_EMD-25972_Z,7TKL_EMD-25973_Z,7TKM_EMD-25974_Z,7TKN_EMD-25975_Z,7TKO_EMD-25976_Z,7TKP_EMD-25977_Z,7TKQ_EMD-25978_Z,7TKR_EMD-25979_Z,7TKS_EMD-25980_Z
7TKD_EMD-25965_A	27	7TK1_EMD-25949_A,7TK2_EMD-25954_A,7TK3_EMD-25955_A,7TK4_EMD-25956_A,7TK5_EMD-25957_A,7TK6_EMD-25958_A,7TK7_EMD-25959_A,7TK8_EMD-25960_A,7TK9_EMD-25961_A,7TKA_EMD-25962_A,7TKB_EMD-25963_A,7TKC_EMD-25964_A,7TKD_EMD-25965_A,7TKE_EMD-25966_A,7TKF_EMD-25967_A,7TKG_EMD-25968_A,7TKI_EMD-25970_A,7TKJ_EMD-25971_A,7TKK_EMD-25972_A,7TKL_EMD-25973_A,7TKM_EMD-25974_A,7TKN_EMD-25975_A,7TKO_EMD-25976_A,7TKP_EMD-25977_A,7TKQ_EMD-25978_A,7TKR_EMD-25979_A,7TKS_EMD-25980_A
7TKG_EMD-25968_R	27	7TK1_EMD-25949_R,7TK2_EMD-25954_R,7TK3_EMD-25955_R,7TK4_EMD-25956_R,7TK5_EMD-25957_R,7TK6_EMD-25958_R,7TK7_EMD-25959_R,7TK8_EMD-25960_R,7TK9_EMD-25961_R,7TKA_EMD-25962_R,7TKB_EMD-25963_R,7TKC_EMD-25964_R,7TKD_EMD-25965_R,7TKE_EMD-25966_R,7TKF_EMD-25967_R,7TKG_EMD-25968_R,7TKI_EMD-25970_R,7TKJ_EMD-25971_R,7TKK_EMD-25972_R,7TKL_EMD-25973_R,7TKM_EMD-25974_R,7TKN_EMD-25975_R,7TKO_EMD-25976_R,7TKP_EMD-25977_R,7TKQ_EMD-25978_R,7TKR_EMD-25979_R,7TKS_EMD-25980_R
7TKG_EMD-25968_S	27	7TK1_EMD-25949_S,7TK2_EMD-25954_S,7TK3_EMD-25955_S,7TK4_EMD-25956_S,7TK5_EMD-25957_S,7TK6_EMD-25958_S,7TK7_EMD-25959_S,7TK8_EMD-25960_S,7TK9_EMD-25961_S,7TKA_EMD-25962_S,7TKB_EMD-25963_S,7TKC_EMD-25964_S,7TKD_EMD-25965_S,7TKE_EMD-25966_S,7TKF_EMD-25967_S,7TKG_EMD-25968_S,7TKI_EMD-25970_S,7TKJ_EMD-25971_S,7TKK_EMD-25972_S,7TKL_EMD-25973_S,7TKM_EMD-25974_S,7TKN_EMD-25975_S,7TKO_EMD-25976_S,7TKP_EMD-25977_S,7TKQ_EMD-25978_S,7TKR_EMD-25979_S,7TKS_EMD-25980_S
7TKL_EMD-25973_W	27	7TK1_EMD-25949_W,7TK2_EMD-25954_W,7TK3_EMD-25955_W,7TK4_EMD-25956_W,7TK5_EMD-25957_W,7TK6_EMD-25958_W,7TK7_EMD-25959_W,7TK8_EMD-25960_W,7TK9_EMD-25961_W,7TKA_EMD-25962_W,7TKB_EMD-25963_W,7TKC_EMD-25964_W,7TKD_EMD-25965_W,7TKE_EMD-25966_W,7TKF_EMD-25967_W,7TKG_EMD-25968_W,7TKI_EMD-25970_W,7TKJ_EMD-25971_W,7TKK_EMD-25972_W,7TKL_EMD-25973_W,7TKM_EMD-25974_W,7TKN_EMD-25975_W,7TKO_EMD-25976_W,7TKP_EMD-25977_W,7TKQ_EMD-25978_W,7TKR_EMD-25979_W,7TKS_EMD-25980_W
7TKL_EMD-25973_X	27	7TK1_EMD-25949_X,7TK2_EMD-25954_X,7TK3_EMD-25955_X,7TK4_EMD-25956_X,7TK5_EMD-25957_X,7TK6_EMD-25958_X,7TK7_EMD-25959_X,7TK8_EMD-25960_X,7TK9_EMD-25961_X,7TKA_EMD-25962_X,7TKB_EMD-25963_X,7TKC_EMD-25964_X,7TKD_EMD-25965_X,7TKE_EMD-25966_X,7TKF_EMD-25967_X,7TKG_EMD-25968_X,7TKI_EMD-25970_X,7TKJ_EMD-25971_X,7TKK_EMD-25972_X,7TKL_EMD-25973_X,7TKM_EMD-25974_X,7TKN_EMD-25975_X,7TKO_EMD-25976_X,7TKP_EMD-25977_X,7TKQ_EMD-25978_X,7TKR_EMD-25979_X,7TKS_EMD-25980_X
7TKO_EMD-25976_T	27	7TK1_EMD-25949_T,7TK2_EMD-25954_T,7TK3_EMD-25955_T,7TK4_EMD-25956_T,7TK5_EMD-25957_T,7TK6_EMD-25958_T,7TK7_EMD-25959_T,7TK8_EMD-25960_T,7TK9_EMD-25961_T,7TKA_EMD-25962_T,7TKB_EMD-25963_T,7TKC_EMD-25964_T,7TKD_EMD-25965_T,7TKE_EMD-25966_T,7TKF_EMD-25967_T,7TKG_EMD-25968_T,7TKI_EMD-25970_T,7TKJ_EMD-25971_T,7TKK_EMD-25972_T,7TKL_EMD-25973_T,7TKM_EMD-25974_T,7TKN_EMD-25975_T,7TKO_EMD-25976_T,7TKP_EMD-25977_T,7TKQ_EMD-25978_T,7TKR_EMD-25979_T,7TKS_EMD-25980_T
7TKO_EMD-25976_U	27	7TK1_EMD-25949_U,7TK2_EMD-25954_U,7TK3_EMD-25955_U,7TK4_EMD-25956_U,7TK5_EMD-25957_U,7TK6_EMD-25958_U,7TK7_EMD-25959_U,7TK8_EMD-25960_U,7TK9_EMD-25961_U,7TKA_EMD-25962_U,7TKB_EMD-25963_U,7TKC_EMD-25964_U,7TKD_EMD-25965_U,7TKE_EMD-25966_U,7TKF_EMD-25967_U,7TKG_EMD-25968_U,7TKI_EMD-25970_U,7TKJ_EMD-25971_U,7TKK_EMD-25972_U,7TKL_EMD-25973_U,7TKM_EMD-25974_U,7TKN_EMD-25975_U,7TKO_EMD-25976_U,7TKP_EMD-25977_U,7TKQ_EMD-25978_U,7TKR_EMD-25979_U,7TKS_EMD-25980_U
7TKO_EMD-25976_V	1	7TKO_EMD-25976_V
7TNM_EMD-26014_A	2	7TNK_EMD-26012_A,7TNM_EMD-26014_A
7TNS_EMD-26019_A	1	7TNS_EMD-26019_A
7TNS_EMD-26019_AC	1	7TNS_EMD-26019_AC
7TNS_EMD-26019_UC	1	7TNS_EMD-26019_UC
7TNS_EMD-26019_Z	4	7KZM_EMD-23082_A,7MOQ_EMD-23926_Q,7N32_EMD-22677_B,7TNS_EMD-26019_Z
7TSZ_EMD-26105_E	3	6SMX_EMD-10247_E,7TSZ_EMD-26105_E,7TT7_EMD-26113_C
7TUK_EMD-26117_A	2	7TUK_EMD-26117_A,8YMJ_EMD-39395_A
7TUL_EMD-26118_A	1	7TUL_EMD-26118_A
7TW5_EMD-26151_A	5	7TW0_EMD-26146_A,7TW1_EMD-26147_A,7TW2_EMD-26148_A,7TW5_EMD-26151_A,7TW6_EMD-26153_A
7TW5_EMD-26151_D	2	7TW5_EMD-26151_D,7TW6_EMD-26153_D
7TW6_EMD-26153_C	4	7TW0_EMD-26146_C,7TW1_EMD-26147_C,7TW5_EMD-26151_C,7TW6_EMD-26153_C
7U0D_EMD-26256_D	1	7U0D_EMD-26256_D
7U14_EMD-26277_A	1	7U14_EMD-26277_A
7U23_EMD-26306_C	1	7U23_EMD-26306_C
7U6D_EMD-26363_A	1	7U6D_EMD-26363_A
7U6D_EMD-26363_B	2	7MD4_EMD-23766_C,7U6D_EMD-26363_B
7U6F_EMD-24964_A	3	6VAB_EMD-21135_B,6VAC_EMD-21136_A,7U6F_EMD-24964_A
7UBB_EMD-26437_A	1	7UBB_EMD-26437_A
7UIF_EMD-26544_A	1	7UIF_EMD-26544_A
7UIF_EMD-26544_AA	1	7UIF_EMD-26544_AA
7UIF_EMD-26544_B	1	7UIF_EMD-26544_B
7UIF_EMD-26544_BA	1	7UIF_EMD-26544_BA
7UIF_EMD-26544_C	1	7UIF_EMD-26544_C
7UIF_EMD-26544_CA	1	7UIF_EMD-26544_CA
7UIF_EMD-26544_D	1	7UIF_EMD-26544_D
7UIF_EMD-26544_DA	1	7UIF_EMD-26544_DA
7UIF_EMD-26544_E	1	7UIF_EMD-26544_E
7UIF_EMD-26544_EA	1	7UIF_EMD-26544_EA
7UIF_EMD-26544_F	1	7UIF_EMD-26544_F
7UIF_EMD-26544_FA	1	7UIF_EMD-26544_FA
7UIF_EMD-26544_G	1	7UIF_EMD-26544_G
7UIF_EMD-26544_H	1	7UIF_EMD-26544_H
7UIF_EMD-26544_I	1	7UIF_EMD-26544_I
7UIF_EMD-26544_J	1	7UIF_EMD-26544_J
7UIF_EMD-26544_K	1	7UIF_EMD-26544_K
7UIF_EMD-26544_L	1	7UIF_EMD-26544_L
7UIF_EMD-26544_M	1	7UIF_EMD-26544_M
7UIF_EMD-26544_N	1	7UIF_EMD-26544_N
7UIF_EMD-26544_O	1	7UIF_EMD-26544_O
7UIF_EMD-26544_P	1	7UIF_EMD-26544_P
7UIF_EMD-26544_Q	1	7UIF_EMD-26544_Q
7UIF_EMD-26544_R	1	7UIF_EMD-26544_R
7UIF_EMD-26544_S	1	7UIF_EMD-26544_S
7UIF_EMD-26544_T	1	7UIF_EMD-26544_T
7UIF_EMD-26544_U	1	7UIF_EMD-26544_U
7UIF_EMD-26544_V	1	7UIF_EMD-26544_V
7UIF_EMD-26544_W	1	7UIF_EMD-26544_W
7UIF_EMD-26544_X	1	7UIF_EMD-26544_X
7UIF_EMD-26544_Y	1	7UIF_EMD-26544_Y
7UIF_EMD-26544_Z	1	7UIF_EMD-26544_Z
7UJJ_EMD-26563_A	1	7UJJ_EMD-26563_A
7UJJ_EMD-26563_B	1	7UJJ_EMD-26563_B
7UJJ_EMD-26563_C	1	7UJJ_EMD-26563_C
7UN1_EMD-26611_A	1	7UN1_EMD-26611_A
7UQR_EMD-26320_A	5	7U1E_EMD-26299_A,7U6Y_EMD-26308_A,7U7M_EMD-26309_A,7UAA_EMD-26312_A,7UQR_EMD-26320_A
7UQR_EMD-26320_E	5	7U1E_EMD-26299_E,7U6Y_EMD-26308_E,7U7M_EMD-26309_E,7UAA_EMD-26312_E,7UQR_EMD-26320_E
7URR_EMD-26717_A	1	7URR_EMD-26717_A
7UTI_EMD-0729_W	38	6KN7_EMD-0728_U,7KO4_EMD-22964_U,7KO5_EMD-22965_U,7KOR_EMD-22981_U,7UTI_EMD-0729_W,7UTL_EMD-0728_Y,8UWW_EMD-42681_D,8UWX_EMD-42682_D,8UWY_EMD-42683_D,8UYD_EMD-42800_D,8UZ5_EMD-42833_D,8UZ6_EMD-42835_D,8UZX_EMD-42846_D,8UZY_EMD-42847_D,8V01_EMD-42849_D,8V0I_EMD-42856_D,8V0K_EMD-42858_D,8V0Y_EMD-42874_D,9MO4_EMD-48447_H,9MO5_EMD-48448_H,9MO6_EMD-48449_H,9MO7_EMD-48450_H,9MO8_EMD-48451_I,9MO9_EMD-48452_H,9MOA_EMD-48453_H,9MOB_EMD-48454_I,9MOC_EMD-48455_I,9MOD_EMD-48456_I,9MOI_EMD-48467_H,9MOK_EMD-48468_I,9MOL_EMD-48469_I,9MOM_EMD-48470_I,9MON_EMD-48471_I,9MOO_EMD-48476_H,9MOP_EMD-48477_H,9MOU_EMD-48482_I,9MOW_EMD-48483_I,9MOX_EMD-48484_H
7UTI_EMD-0729_X	39	6KN7_EMD-0728_V,6KN8_EMD-0729_V,7KO4_EMD-22964_V,7KO5_EMD-22965_V,7KOR_EMD-22981_V,7UTI_EMD-0729_X,7UTL_EMD-0728_Z,8UWW_EMD-42681_C,8UWX_EMD-42682_C,8UWY_EMD-42683_C,8UYD_EMD-42800_C,8UZ5_EMD-42833_C,8UZ6_EMD-42835_C,8UZX_EMD-42846_C,8UZY_EMD-42847_C,8V01_EMD-42849_C,8V0I_EMD-42856_C,8V0K_EMD-42858_C,8V0Y_EMD-42874_C,9MO4_EMD-48447_G,9MO5_EMD-48448_G,9MO6_EMD-48449_G,9MO7_EMD-48450_G,9MO8_EMD-48451_H,9MO9_EMD-48452_G,9MOA_EMD-48453_G,9MOB_EMD-48454_H,9MOC_EMD-48455_H,9MOD_EMD-48456_H,9MOI_EMD-48467_G,9MOK_EMD-48468_H,9MOL_EMD-48469_H,9MOM_EMD-48470_H,9MON_EMD-48471_H,9MOO_EMD-48476_G,9MOP_EMD-48477_G,9MOU_EMD-48482_H,9MOW_EMD-48483_H,9MOX_EMD-48484_G
7UUS_EMD-26802_A	1	7UUS_EMD-26802_A
7UUS_EMD-26802_B	1	7UUS_EMD-26802_B
7UUS_EMD-26802_Q	1	7UUS_EMD-26802_Q
7UY8_EMD-26867_A	1	7UY8_EMD-26867_A
7UY8_EMD-26867_B	1	7UY8_EMD-26867_B
7UY8_EMD-26867_C	1	7UY8_EMD-26867_C
7UY8_EMD-26867_D	1	7UY8_EMD-26867_D
7V3J_EMD-31681_A	1	7V3J_EMD-31681_A
7V3J_EMD-31681_F	2	7BUF_EMD-30197_D,7V3J_EMD-31681_F
7V6O_EMD-31744_A	1	7V6O_EMD-31744_A
7V6O_EMD-31744_D	1	7V6O_EMD-31744_D
7V6O_EMD-31744_E	1	7V6O_EMD-31744_E
7VAK_EMD-31845_A	1	7VAK_EMD-31845_A
7VAK_EMD-31845_D	1	7VAK_EMD-31845_D
7VAK_EMD-31845_G	1	7VAK_EMD-31845_G
7VAK_EMD-31845_H	1	7VAK_EMD-31845_H
7VAK_EMD-31845_I	1	7VAK_EMD-31845_I
7VAK_EMD-31845_J	1	7VAK_EMD-31845_J
7VGA_EMD-31966_A	1	7VGA_EMD-31966_A
7VGA_EMD-31966_B	1	7VGA_EMD-31966_B
7VGA_EMD-31966_C	1	7VGA_EMD-31966_C
7VH2_EMD-31984_A	1	7VH2_EMD-31984_A
7VI9_EMD-32004_A	3	7VI9_EMD-32004_A,7VII_EMD-32010_A,8XOU_EMD-38541_M
7VII_EMD-32010_H	1	7VII_EMD-32010_H
7VM2_EMD-32032_A	1	7VM2_EMD-32032_A
7VON_EMD-32051_A	1	7VON_EMD-32051_A
7VRT_EMD-32103_A	2	6UZC_EMD-20956_A,7VRT_EMD-32103_A
7VRT_EMD-32103_AG	1	7VRT_EMD-32103_AG
7VSR_EMD-32114_A	1	7VSR_EMD-32114_A
7VSR_EMD-32114_M	1	7VSR_EMD-32114_M
7VWX_EMD-32164_A	1	7VWX_EMD-32164_A
7VWX_EMD-32164_C	1	7VWX_EMD-32164_C
7VWX_EMD-32164_CA	1	7VWX_EMD-32164_CA
7WB4_EMD-32394_A	3	6LK8_EMD-0909_J,7TDZ_EMD-25817_Z,7WB4_EMD-32394_A
7WB4_EMD-32394_K	2	7TDZ_EMD-25817_P,7WB4_EMD-32394_K
7WB4_EMD-32394_M	2	6LK8_EMD-0909_G,7WB4_EMD-32394_M
7WB4_EMD-32394_P	3	6LK8_EMD-0909_I,7TDZ_EMD-25817_A,7WB4_EMD-32394_P
7WB4_EMD-32394_R	1	7WB4_EMD-32394_R
7WB4_EMD-32394_S	3	6LK8_EMD-0909_A,7TDZ_EMD-25817_H,7WB4_EMD-32394_S
7WB4_EMD-32394_Z	1	7WB4_EMD-32394_Z
7WJI_EMD-32544_A	1	7WJI_EMD-32544_A
7WJI_EMD-32544_B	1	7WJI_EMD-32544_B
7WJI_EMD-32544_D	1	7WJI_EMD-32544_D
7WJI_EMD-32544_E	1	7WJI_EMD-32544_E
7WOW_EMD-32661_D	1	7WOW_EMD-32661_D
7WOW_EMD-32661_E	1	7WOW_EMD-32661_E
7WUV_EMD-32843_A	1	7WUV_EMD-32843_A
7WZ8_EMD-32906_A	1	7WZ8_EMD-32906_A
7WZN_EMD-32907_A	1	7WZN_EMD-32907_A
7WZN_EMD-32907_B	1	7WZN_EMD-32907_B
7WZN_EMD-32907_C	1	7WZN_EMD-32907_C
7WZN_EMD-32907_D	1	7WZN_EMD-32907_D
7WZN_EMD-32907_E	1	7WZN_EMD-32907_E
7WZN_EMD-32907_F	1	7WZN_EMD-32907_F
7WZN_EMD-32907_G	1	7WZN_EMD-32907_G
7WZN_EMD-32907_H	2	7WZN_EMD-32907_H,7WZN_EMD-32907_L
7WZN_EMD-32907_I	1	7WZN_EMD-32907_I
7WZN_EMD-32907_J	1	7WZN_EMD-32907_J
7WZN_EMD-32907_K	1	7WZN_EMD-32907_K
7WZN_EMD-32907_M	1	7WZN_EMD-32907_M
7WZN_EMD-32907_N	1	7WZN_EMD-32907_N
7WZN_EMD-32907_O	1	7WZN_EMD-32907_O
7WZN_EMD-32907_P	1	7WZN_EMD-32907_P
7WZR_EMD-32912_A	1	7WZR_EMD-32912_A
7WZR_EMD-32912_B	1	7WZR_EMD-32912_B
7X3K_EMD-32991_A	1	7X3K_EMD-32991_A
7X3K_EMD-32991_B	1	7X3K_EMD-32991_B
7X59_EMD-33012_A	1	7X59_EMD-33012_A
7X6Q_EMD-33025_A	4	7LUM_EMD-23522_O,7LUP_EMD-23526_O,7X6Q_EMD-33025_A,9FQR_EMD-50664_NU
7X6Q_EMD-33025_D	4	7LUM_EMD-23522_G,7LUP_EMD-23526_G,7X6Q_EMD-33025_D,9FQR_EMD-50664_CV
7X6Q_EMD-33025_G	4	7LUM_EMD-23522_K,7LUP_EMD-23526_K,7X6Q_EMD-33025_G,9FQR_EMD-50664_TQ
7X6Q_EMD-33025_H	4	7LUM_EMD-23522_M,7LUP_EMD-23526_M,7X6Q_EMD-33025_H,9FQR_EMD-50664_PQ
7XLC_EMD-31673_A	2	7U23_EMD-26306_A,7XLC_EMD-31673_A
7XW7_EMD-33493_A	1	7XW7_EMD-33493_A
7XW7_EMD-33493_B	1	7XW7_EMD-33493_B
7XXL_EMD-33506_A	1	7XXL_EMD-33506_A
7XXL_EMD-33506_B	1	7XXL_EMD-33506_B
7XXL_EMD-33506_C	5	6ZDG_EMD-11173_A,7TC9_EMD-25806_A,7U0D_EMD-26256_A,7XXL_EMD-33506_C,8JYS_EMD-36730_B
7XY3_EMD-33509_D	1	7XY3_EMD-33509_D
7Y1A_EMD-33558_A	1	7Y1A_EMD-33558_A
7Y1A_EMD-33558_B	1	7Y1A_EMD-33558_B
7Y1Q_EMD-33570_A	1	7Y1Q_EMD-33570_A
7Y1Q_EMD-33570_B	1	7Y1Q_EMD-33570_B
7Y59_EMD-33613_A	1	7Y59_EMD-33613_A
7Y5C_EMD-33616_A	3	7Y5C_EMD-33616_A,7Y5D_EMD-33617_M,7Y5D_EMD-33617_N
7Y5C_EMD-33616_H	2	7Y5C_EMD-33616_H,7Y5D_EMD-33617_T
7Y5C_EMD-33616_I	2	7Y5C_EMD-33616_I,7Y5D_EMD-33617_A
7Y5C_EMD-33616_J	2	7Y5C_EMD-33616_J,7Y5D_EMD-33617_B
7Y5C_EMD-33616_K	2	7Y5C_EMD-33616_K,7Y5D_EMD-33617_C
7Y5D_EMD-33617_P	2	7Y5C_EMD-33616_D,7Y5D_EMD-33617_P
7Y5D_EMD-33617_S	2	7Y5C_EMD-33616_G,7Y5D_EMD-33617_S
7Y5V_EMD-33626_A	1	7Y5V_EMD-33626_A
7Y5V_EMD-33626_E	1	7Y5V_EMD-33626_E
7YAR_EMD-33718_A	1	7YAR_EMD-33718_A
7YAR_EMD-33718_B	1	7YAR_EMD-33718_B
7YAR_EMD-33718_G	2	7BUA_EMD-30193_C,7YAR_EMD-33718_G
7YFO_EMD-33795_B	2	7YFM_EMD-33793_B,7YFO_EMD-33795_B
7YJJ_EMD-33872_A	1	7YJJ_EMD-33872_A
7YKK_EMD-32397_A	3	7YKK_EMD-32397_A,7YKL_EMD-32399_A,7YKT_EMD-32400_A
7YL9_EMD-33215_A	1	7YL9_EMD-33215_A
7YLM_EMD-33914_A	12	7QCD_EMD-13895_A,7YLM_EMD-33914_A,7YQH_EMD-34025_A,8I13_EMD-35116_B,8I21_EMD-35128_B,8I4U_EMD-35184_A,8I4V_EMD-35185_A,8I4W_EMD-35186_A,8T8F_EMD-41098_C,8WJL_EMD-37584_B,8WJN_EMD-37586_B,8WJO_EMD-37587_A
7YLU_EMD-33917_B	4	7YLU_EMD-33917_B,9CR2_EMD-45830_C,9CS3_EMD-45886_B,9CS4_EMD-45887_B
7YLU_EMD-33917_C	4	7YLU_EMD-33917_C,9CR2_EMD-45830_E,9CS3_EMD-45886_O,9CS4_EMD-45887_C
7YLU_EMD-33917_D	4	7YLU_EMD-33917_D,9CR2_EMD-45830_G,9CS3_EMD-45886_C,9CS4_EMD-45887_D
7YLU_EMD-33917_E	1	7YLU_EMD-33917_E
7YLU_EMD-33917_F	4	7YLU_EMD-33917_F,9CR2_EMD-45830_K,9CS3_EMD-45886_E,9CS4_EMD-45887_F
7YLU_EMD-33917_G	4	7YLU_EMD-33917_G,9CR2_EMD-45830_M,9CS3_EMD-45886_F,9CS4_EMD-45887_G
7YLU_EMD-33917_H	4	7YLU_EMD-33917_H,9CR2_EMD-45830_O,9CS3_EMD-45886_M,9CS4_EMD-45887_H
7YLU_EMD-33917_Q	1	7YLU_EMD-33917_Q
7YQH_EMD-34025_F	4	7QCD_EMD-13895_D,7YQH_EMD-34025_F,8I13_EMD-35116_D,8WJN_EMD-37586_C
7YQH_EMD-34025_G	4	7QCD_EMD-13895_E,7YQH_EMD-34025_G,8I13_EMD-35116_E,8WJN_EMD-37586_D
7YQH_EMD-34025_H	4	7YQH_EMD-34025_H,8I13_EMD-35116_F,8T8F_EMD-41098_E,8WJN_EMD-37586_E
7YSJ_EMD-34076_A	1	7YSJ_EMD-34076_A
7YU7_EMD-34101_E	5	7YU7_EMD-34101_E,7YU8_EMD-34102_E,8P13_EMD-17344_E,8P15_EMD-17345_E,8XWQ_EMD-38741_F
7YU8_EMD-34102_A	2	7YU7_EMD-34101_B,7YU8_EMD-34102_A
7YUU_EMD-34111_A	1	7YUU_EMD-34111_A
7YV9_EMD-34121_A	1	7YV9_EMD-34121_A
7YV9_EMD-34121_B	11	6X36_EMD-22019_C,7WJI_EMD-32544_C,7YV9_EMD-34121_B,8EP0_EMD-28494_E,8EP1_EMD-28498_B,8OF8_EMD-16850_A,8SIM_EMD-40509_A,8SIN_EMD-40510_B,9FQR_EMD-50664_YU,9IJJ_EMD-60633_NN,9Y5Q_EMD-72519_E
7YZY_EMD-14399_A	1	7YZY_EMD-14399_A
7YZY_EMD-14399_B	1	7YZY_EMD-14399_B
7YZY_EMD-14399_C	1	7YZY_EMD-14399_C
7Z4B_EMD-14492_A	2	7Z4A_EMD-14489_I,7Z4B_EMD-14492_A
7Z4B_EMD-14492_AD	1	7Z4B_EMD-14492_AD
7Z4B_EMD-14492_DD	2	7Z4A_EMD-14489_G,7Z4B_EMD-14492_DD
7Z4B_EMD-14492_RC	1	7Z4B_EMD-14492_RC
7Z4B_EMD-14492_UC	2	7Z4A_EMD-14489_A,7Z4B_EMD-14492_UC
7Z4B_EMD-14492_WC	2	7Z4A_EMD-14489_C,7Z4B_EMD-14492_WC
7Z4B_EMD-14492_XC	2	7Z4A_EMD-14489_D,7Z4B_EMD-14492_XC
7Z4Y_EMD-14510_A	1	7Z4Y_EMD-14510_A
7Z4Y_EMD-14510_B	1	7Z4Y_EMD-14510_B
7ZHS_EMD-14736_A	1	7ZHS_EMD-14736_A
7ZNN_EMD-14812_A	1	7ZNN_EMD-14812_A
7ZNN_EMD-14812_B	1	7ZNN_EMD-14812_B
7ZNN_EMD-14812_C	1	7ZNN_EMD-14812_C
7ZSK_EMD-14945_A	1	7ZSK_EMD-14945_A
8A5Y_EMD-15199_J	2	8A5Y_EMD-15199_J,8A61_EMD-15201_J
8A5Y_EMD-15199_K	2	8A5Y_EMD-15199_K,8A61_EMD-15201_K
8A5Y_EMD-15199_L	2	8A5Y_EMD-15199_L,8A61_EMD-15201_L
8A61_EMD-15201_A	2	8A5Y_EMD-15199_A,8A61_EMD-15201_A
8A61_EMD-15201_B	2	8A5Y_EMD-15199_B,8A61_EMD-15201_B
8A61_EMD-15201_D	2	8A5Y_EMD-15199_D,8A61_EMD-15201_D
8A61_EMD-15201_G	2	8A5Y_EMD-15199_G,8A61_EMD-15201_G
8A61_EMD-15201_H	2	8A5Y_EMD-15199_H,8A61_EMD-15201_H
