rep_fasta_id	members
7QJ0_EMD-14005_K	7QJ0_EMD-14005_K,7QJ1_EMD-14006_K,7QJ3_EMD-14008_A,7QJ6_EMD-14011_Q,7QJD_EMD-14018_A,7QJE_EMD-14019_E,8VA2_EMD-43085_C,8VRD_EMD-43481_G,8VRJ_EMD-43482_AB,9G3X_EMD-51017_F,9G3Y_EMD-51018_U,9H9P_EMD-21985_E,9I8N_EMD-52730_Y,9QVM_EMD-53399_N,9QVN_EMD-53400_L
7QJ0_EMD-14005_G	7QJ0_EMD-14005_G,7QJ1_EMD-14006_G,7QJ3_EMD-14008_K,7QJ6_EMD-14011_J,7QJD_EMD-14018_K,7QJE_EMD-14019_A,8VRD_EMD-43481_W,8VRJ_EMD-43482_Q,9G3X_EMD-51017_D,9G3Y_EMD-51018_I,9I8N_EMD-52730_I,9QVM_EMD-53399_GA,9QVN_EMD-53400_EA
7QJ0_EMD-14005_D	7QJ0_EMD-14005_D,7QJ1_EMD-14006_A,7QJ3_EMD-14008_G,7QJ6_EMD-14011_K,7QJD_EMD-14018_L,7QJE_EMD-14019_B,8VRD_EMD-43481_X,8VRJ_EMD-43482_R,9G3X_EMD-51017_E,9G3Y_EMD-51018_J,9QVM_EMD-53399_OA,9QVN_EMD-53400_NA
7QJ0_EMD-14005_B	7QJ0_EMD-14005_B,7QJ1_EMD-14006_D,7QJ3_EMD-14008_D,7QJ6_EMD-14011_C,7QJD_EMD-14018_D,8VRD_EMD-43481_A,8VRJ_EMD-43482_D,9G3X_EMD-51017_C,9G3Y_EMD-51018_B,9QVM_EMD-53399_A,9QVN_EMD-53400_A
7QJ0_EMD-14005_A	7QJ0_EMD-14005_A,7QJ1_EMD-14006_B,7QJ3_EMD-14008_C,7QJ6_EMD-14011_B,7QJD_EMD-14018_G,8VRD_EMD-43481_C,8VRJ_EMD-43482_F,9G3X_EMD-51017_A,9G3Y_EMD-51018_O,9QVM_EMD-53399_D,9QVN_EMD-53400_D
7QO3_EMD-14082_I	7QO3_EMD-14082_I,7QO5_EMD-14084_I,7QO6_EMD-14085_I
7QO3_EMD-14082_H	7QO3_EMD-14082_H,7QO5_EMD-14084_H,7QO6_EMD-14085_H
7QO3_EMD-14082_G	7QO3_EMD-14082_G,7QO5_EMD-14084_G,7QO6_EMD-14085_G
7QO3_EMD-14082_F	7QO3_EMD-14082_F,7QO5_EMD-14084_F,7QO6_EMD-14085_F
7QO3_EMD-14082_E	7QO3_EMD-14082_E,7QO5_EMD-14084_E,7QO6_EMD-14085_E
7QO3_EMD-14082_D	7QO3_EMD-14082_D,7QO5_EMD-14084_D,7QO6_EMD-14085_D
7QO3_EMD-14082_C	7QO3_EMD-14082_C,7QO5_EMD-14084_C,7QO6_EMD-14085_C
7QO3_EMD-14082_OA	7QO3_EMD-14082_OA,7QO5_EMD-14084_OA,7QO6_EMD-14085_OA
7QO3_EMD-14082_NA	7QO3_EMD-14082_NA,7QO5_EMD-14084_NA,7QO6_EMD-14085_NA
7QO3_EMD-14082_MA	7QO3_EMD-14082_MA,7QO5_EMD-14084_MA,7QO6_EMD-14085_MA
7QO3_EMD-14082_LA	7QO3_EMD-14082_LA,7QO5_EMD-14084_LA,7QO6_EMD-14085_LA
7QO3_EMD-14082_KA	7QO3_EMD-14082_KA,7QO5_EMD-14084_KA,7QO6_EMD-14085_KA
7QO3_EMD-14082_JA	7QO3_EMD-14082_JA,7QO5_EMD-14084_JA,7QO6_EMD-14085_JA
7QO3_EMD-14082_IA	7QO3_EMD-14082_IA,7QO5_EMD-14084_IA,7QO6_EMD-14085_IA
7QO3_EMD-14082_HA	7QO3_EMD-14082_HA,7QO4_EMD-14083_A,7QO5_EMD-14084_HA,7QO6_EMD-14085_HA
7QO3_EMD-14082_B	7QO3_EMD-14082_B,7QO5_EMD-14084_B,7QO6_EMD-14085_B
7QO3_EMD-14082_GA	7QO3_EMD-14082_GA,7QO5_EMD-14084_GA,7QO6_EMD-14085_GA
7QO3_EMD-14082_FA	7QO3_EMD-14082_FA,7QO5_EMD-14084_FA,7QO6_EMD-14085_FA
7QO3_EMD-14082_EA	7QO3_EMD-14082_EA,7QO5_EMD-14084_EA,7QO6_EMD-14085_EA
7QO3_EMD-14082_DA	7QO3_EMD-14082_DA,7QO5_EMD-14084_DA,7QO6_EMD-14085_DA
7QO3_EMD-14082_CA	7QO3_EMD-14082_CA,7QO5_EMD-14084_CA,7QO6_EMD-14085_CA
7QO3_EMD-14082_N	7QO3_EMD-14082_N,7QO5_EMD-14084_N,7QO6_EMD-14085_N
7QO3_EMD-14082_M	7QO3_EMD-14082_M,7QO5_EMD-14084_M,7QO6_EMD-14085_M
7QO3_EMD-14082_L	7QO3_EMD-14082_L,7QO5_EMD-14084_L,7QO6_EMD-14085_L
7QO3_EMD-14082_K	7QO3_EMD-14082_K,7QO5_EMD-14084_K,7QO6_EMD-14085_K
7QO3_EMD-14082_J	7QO3_EMD-14082_J,7QO5_EMD-14084_J,7QO6_EMD-14085_J
7QO3_EMD-14082_A	7QO3_EMD-14082_A,7QO5_EMD-14084_A,7QO6_EMD-14085_A
7QO4_EMD-14083_H	7QO4_EMD-14083_H,7QO5_EMD-14084_VA,7QO6_EMD-14085_VA
7QO4_EMD-14083_G	7QO4_EMD-14083_G,7QO5_EMD-14084_UA,7QO6_EMD-14085_UA
7QO4_EMD-14083_F	7QO4_EMD-14083_F,7QO5_EMD-14084_TA,7QO6_EMD-14085_TA
7QO4_EMD-14083_E	7QO4_EMD-14083_E,7QO5_EMD-14084_SA,7QO6_EMD-14085_SA
7QO4_EMD-14083_D	7QO4_EMD-14083_D,7QO5_EMD-14084_RA,7QO6_EMD-14085_RA
7QO4_EMD-14083_C	7QO4_EMD-14083_C,7QO5_EMD-14084_QA,7QO6_EMD-14085_QA
7QO4_EMD-14083_B	7QO4_EMD-14083_B,7QO5_EMD-14084_PA,7QO6_EMD-14085_PA
7QOO_EMD-14098_I	7QOO_EMD-14098_I
7QOO_EMD-14098_H	7QOO_EMD-14098_H
7QOO_EMD-14098_G	7QOO_EMD-14098_G
7QOO_EMD-14098_F	7QOO_EMD-14098_F
7QOO_EMD-14098_E	7QOO_EMD-14098_E
7QOO_EMD-14098_D	7QOO_EMD-14098_D
7QOO_EMD-14098_C	7QOO_EMD-14098_C
7QOO_EMD-14098_B	7QOO_EMD-14098_B
7QOO_EMD-14098_N	7QOO_EMD-14098_N
7QOO_EMD-14098_M	7QOO_EMD-14098_M
7QOO_EMD-14098_L	7QOO_EMD-14098_L
7QOO_EMD-14098_K	7QOO_EMD-14098_K
7QOO_EMD-14098_J	7QOO_EMD-14098_J
7QOO_EMD-14098_A	7QOO_EMD-14098_A
7R0C_EMD-14221_A	7R0C_EMD-14221_A
7R0C_EMD-14221_B	7R0C_EMD-14221_B
7R0C_EMD-14221_C	7R0C_EMD-14221_C,8GP3_EMD-34188_A
7R0C_EMD-14221_D	7R0C_EMD-14221_D
7R7T_EMD-24304_G	7R7T_EMD-24304_G
7R9H_EMD-24325_A	7R9H_EMD-24325_A,7R9I_EMD-24326_A,7R9J_EMD-24327_A
7RD8_EMD-24415_A	7RD8_EMD-24415_A
7RDR_EMD-24425_A	7RDR_EMD-24425_A
7RIT_EMD-23804_A	7RIT_EMD-23804_A
7RJ5_EMD-24481_A	7RJ5_EMD-24481_A,7TSZ_EMD-26105_F,7TT7_EMD-26113_E
7RMF_EMD-24566_A	7RMF_EMD-24566_A,7RMK_EMD-24575_A,7RMO_EMD-24576_A,7RMV_EMD-24578_A
7RO2_EMD-24585_A	7RO2_EMD-24585_A,7RO3_EMD-24586_A
7RSI_EMD-24672_B	7RSI_EMD-24672_B
7RUG_EMD-24705_A	7RUG_EMD-24705_A
7RWA_EMD-24712_B	7RWA_EMD-24712_B
7RWA_EMD-24712_E	7RWA_EMD-24712_E
7RWA_EMD-24712_D	7RWA_EMD-24712_D
7RWA_EMD-24712_C	7RWA_EMD-24712_C
7RWA_EMD-24712_A	7RWA_EMD-24712_A
7S64_EMD-24849_A	7S64_EMD-24849_A
7S9C_EMD-24932_A	7S9C_EMD-24932_A,7S9D_EMD-24933_A
7SOX_EMD-25362_A	7SOX_EMD-25362_A
7SQJ_EMD-25386_A	7SQJ_EMD-25386_A
7SQK_EMD-25387_A	7SQK_EMD-25387_A
7SQK_EMD-25387_B	7SQK_EMD-25387_B
7SQK_EMD-25387_C	7SQK_EMD-25387_C
7SQK_EMD-25387_D	7SQK_EMD-25387_D
7SQK_EMD-25387_E	7SQK_EMD-25387_E
7SQK_EMD-25387_F	7SQK_EMD-25387_F
7SQK_EMD-25387_H	7SQK_EMD-25387_H
7SQK_EMD-25387_G	7SQK_EMD-25387_G
7STI_EMD-25429_C	7STI_EMD-25429_C,8EYX_EMD-28723_C,8EYY_EMD-28724_C,9DNN_EMD-47043_C
7SXA_EMD-25496_A	7SXA_EMD-25496_A
7SZ4_EMD-25560_A	7SZ4_EMD-25560_A,7SZ6_EMD-25562_A
7T17_EMD-25606_G	7T17_EMD-25606_G
7T17_EMD-25606_D	7T17_EMD-25606_D
7T17_EMD-25606_C	7T17_EMD-25606_C
7T17_EMD-25606_B	7T17_EMD-25606_B
7T17_EMD-25606_A	7T17_EMD-25606_A
7T54_EMD-25694_A	7T54_EMD-25694_A
7T8C_EMD-25744_A	7T8C_EMD-25744_A
7TC9_EMD-25806_C	7TC9_EMD-25806_C,7U0D_EMD-26256_C
7TDM_EMD-25834_B	7TDM_EMD-25834_B,7TDN_EMD-25835_B,8U5B_EMD-41915_B
7TDM_EMD-25834_A	7TDM_EMD-25834_A,7TDN_EMD-25835_A,8U5B_EMD-41915_A
7TDZ_EMD-25817_E	7TDZ_EMD-25817_E
7TDZ_EMD-25817_D	7TDZ_EMD-25817_D
7TDZ_EMD-25817_C	7TDZ_EMD-25817_C
7TDZ_EMD-25817_AA	7TDZ_EMD-25817_AA
7TDZ_EMD-25817_P	7TDZ_EMD-25817_P,7WB4_EMD-32394_K
7TEE_EMD-25845_A	7TEE_EMD-25845_A,7TEQ_EMD-25849_A,7TER_EMD-25850_A,7TES_EMD-25851_A,7YFM_EMD-33793_A,7YFO_EMD-33795_A,8JF7_EMD-36209_A
7TEE_EMD-25845_F	7TEE_EMD-25845_F
7TEE_EMD-25845_E	7TEE_EMD-25845_E
7TEE_EMD-25845_B	7TEE_EMD-25845_B,7TEQ_EMD-25849_B,7TER_EMD-25850_B,7TES_EMD-25851_B
7TEQ_EMD-25849_F	7TEQ_EMD-25849_F,7TER_EMD-25850_F,7TES_EMD-25851_F
7TEQ_EMD-25849_E	7TEQ_EMD-25849_E,7TER_EMD-25850_E,7TES_EMD-25851_E
7THY_EMD-25906_A	7THY_EMD-25906_A,7THZ_EMD-25907_A
7TIJ_EMD-25911_G	7TIJ_EMD-25911_G,7TIT_EMD-25914_G,7TJ7_EMD-25918_G
7TK1_EMD-25949_V	7TK1_EMD-25949_V,7TK2_EMD-25954_V,7TK3_EMD-25955_V,7TK4_EMD-25956_V,7TK5_EMD-25957_V,7TK6_EMD-25958_V,7TK7_EMD-25959_V,7TK8_EMD-25960_V,7TK9_EMD-25961_V,7TKA_EMD-25962_V,7TKB_EMD-25963_V,7TKC_EMD-25964_V,7TKD_EMD-25965_V,7TKE_EMD-25966_V,7TKF_EMD-25967_V,7TKG_EMD-25968_V,7TKI_EMD-25970_V,7TKJ_EMD-25971_V,7TKK_EMD-25972_V,7TKL_EMD-25973_V,7TKM_EMD-25974_V,7TKN_EMD-25975_V,7TKP_EMD-25977_V,7TKQ_EMD-25978_V,7TKR_EMD-25979_V,7TKS_EMD-25980_V
7TK1_EMD-25949_U	7TK1_EMD-25949_U,7TK2_EMD-25954_U,7TK3_EMD-25955_U,7TK4_EMD-25956_U,7TK5_EMD-25957_U,7TK6_EMD-25958_U,7TK7_EMD-25959_U,7TK8_EMD-25960_U,7TK9_EMD-25961_U,7TKA_EMD-25962_U,7TKB_EMD-25963_U,7TKC_EMD-25964_U,7TKD_EMD-25965_U,7TKE_EMD-25966_U,7TKF_EMD-25967_U,7TKG_EMD-25968_U,7TKI_EMD-25970_U,7TKJ_EMD-25971_U,7TKK_EMD-25972_U,7TKL_EMD-25973_U,7TKM_EMD-25974_U,7TKN_EMD-25975_U,7TKO_EMD-25976_U,7TKP_EMD-25977_U,7TKQ_EMD-25978_U,7TKR_EMD-25979_U,7TKS_EMD-25980_U
7TK1_EMD-25949_T	7TK1_EMD-25949_T,7TK2_EMD-25954_T,7TK3_EMD-25955_T,7TK4_EMD-25956_T,7TK5_EMD-25957_T,7TK6_EMD-25958_T,7TK7_EMD-25959_T,7TK8_EMD-25960_T,7TK9_EMD-25961_T,7TKA_EMD-25962_T,7TKB_EMD-25963_T,7TKC_EMD-25964_T,7TKD_EMD-25965_T,7TKE_EMD-25966_T,7TKF_EMD-25967_T,7TKG_EMD-25968_T,7TKI_EMD-25970_T,7TKJ_EMD-25971_T,7TKK_EMD-25972_T,7TKL_EMD-25973_T,7TKM_EMD-25974_T,7TKN_EMD-25975_T,7TKO_EMD-25976_T,7TKP_EMD-25977_T,7TKQ_EMD-25978_T,7TKR_EMD-25979_T,7TKS_EMD-25980_T
7TK1_EMD-25949_S	7TK1_EMD-25949_S,7TK2_EMD-25954_S,7TK3_EMD-25955_S,7TK4_EMD-25956_S,7TK5_EMD-25957_S,7TK6_EMD-25958_S,7TK7_EMD-25959_S,7TK8_EMD-25960_S,7TK9_EMD-25961_S,7TKA_EMD-25962_S,7TKB_EMD-25963_S,7TKC_EMD-25964_S,7TKD_EMD-25965_S,7TKE_EMD-25966_S,7TKF_EMD-25967_S,7TKG_EMD-25968_S,7TKI_EMD-25970_S,7TKJ_EMD-25971_S,7TKK_EMD-25972_S,7TKL_EMD-25973_S,7TKM_EMD-25974_S,7TKN_EMD-25975_S,7TKO_EMD-25976_S,7TKP_EMD-25977_S,7TKQ_EMD-25978_S,7TKR_EMD-25979_S,7TKS_EMD-25980_S
7TK1_EMD-25949_R	7TK1_EMD-25949_R,7TK2_EMD-25954_R,7TK3_EMD-25955_R,7TK4_EMD-25956_R,7TK5_EMD-25957_R,7TK6_EMD-25958_R,7TK7_EMD-25959_R,7TK8_EMD-25960_R,7TK9_EMD-25961_R,7TKA_EMD-25962_R,7TKB_EMD-25963_R,7TKC_EMD-25964_R,7TKD_EMD-25965_R,7TKE_EMD-25966_R,7TKF_EMD-25967_R,7TKG_EMD-25968_R,7TKI_EMD-25970_R,7TKJ_EMD-25971_R,7TKK_EMD-25972_R,7TKL_EMD-25973_R,7TKM_EMD-25974_R,7TKN_EMD-25975_R,7TKO_EMD-25976_R,7TKP_EMD-25977_R,7TKQ_EMD-25978_R,7TKR_EMD-25979_R,7TKS_EMD-25980_R
7TK1_EMD-25949_Q	7TK1_EMD-25949_Q,7TK2_EMD-25954_Q,7TK3_EMD-25955_Q,7TK4_EMD-25956_Q,7TK5_EMD-25957_Q,7TK6_EMD-25958_Q,7TK7_EMD-25959_Q,7TK8_EMD-25960_Q,7TK9_EMD-25961_Q,7TKA_EMD-25962_Q,7TKB_EMD-25963_Q,7TKC_EMD-25964_Q,7TKD_EMD-25965_Q,7TKE_EMD-25966_Q,7TKF_EMD-25967_Q,7TKG_EMD-25968_Q,7TKI_EMD-25970_Q,7TKJ_EMD-25971_Q,7TKK_EMD-25972_Q,7TKL_EMD-25973_Q,7TKM_EMD-25974_Q,7TKN_EMD-25975_Q,7TKO_EMD-25976_Q,7TKP_EMD-25977_Q,7TKQ_EMD-25978_Q,7TKR_EMD-25979_Q,7TKS_EMD-25980_Q
7TK1_EMD-25949_N	7TK1_EMD-25949_N,7TK2_EMD-25954_N,7TK3_EMD-25955_N,7TK4_EMD-25956_N,7TK5_EMD-25957_N,7TK6_EMD-25958_N,7TK7_EMD-25959_N,7TK8_EMD-25960_N,7TK9_EMD-25961_N,7TKA_EMD-25962_N,7TKB_EMD-25963_N,7TKC_EMD-25964_N,7TKD_EMD-25965_N,7TKE_EMD-25966_N,7TKF_EMD-25967_N,7TKG_EMD-25968_N,7TKI_EMD-25970_N,7TKJ_EMD-25971_N,7TKK_EMD-25972_N,7TKL_EMD-25973_N,7TKM_EMD-25974_N,7TKN_EMD-25975_N,7TKO_EMD-25976_N,7TKP_EMD-25977_N,7TKQ_EMD-25978_N,7TKR_EMD-25979_N,7TKS_EMD-25980_N
7TK1_EMD-25949_K	7TK1_EMD-25949_K,7TK2_EMD-25954_K,7TK3_EMD-25955_K,7TK4_EMD-25956_K,7TK5_EMD-25957_K,7TK6_EMD-25958_K,7TK7_EMD-25959_K,7TK8_EMD-25960_K,7TK9_EMD-25961_K,7TKA_EMD-25962_K,7TKB_EMD-25963_K,7TKC_EMD-25964_K,7TKD_EMD-25965_K,7TKE_EMD-25966_K,7TKF_EMD-25967_K,7TKG_EMD-25968_K,7TKI_EMD-25970_K,7TKJ_EMD-25971_K,7TKK_EMD-25972_K,7TKL_EMD-25973_K,7TKM_EMD-25974_K,7TKN_EMD-25975_K,7TKO_EMD-25976_K,7TKP_EMD-25977_K,7TKQ_EMD-25978_K,7TKR_EMD-25979_K,7TKS_EMD-25980_K
7TK1_EMD-25949_AA	7TK1_EMD-25949_AA,7TK2_EMD-25954_AA,7TK3_EMD-25955_AA,7TK4_EMD-25956_AA,7TK5_EMD-25957_AA,7TK6_EMD-25958_AA,7TK7_EMD-25959_AA,7TK8_EMD-25960_AA,7TK9_EMD-25961_AA,7TKA_EMD-25962_AA,7TKB_EMD-25963_AA,7TKC_EMD-25964_AA,7TKD_EMD-25965_AA,7TKE_EMD-25966_AA,7TKF_EMD-25967_AA,7TKG_EMD-25968_AA,7TKI_EMD-25970_AA,7TKJ_EMD-25971_AA,7TKK_EMD-25972_AA,7TKL_EMD-25973_AA,7TKM_EMD-25974_AA,7TKN_EMD-25975_AA,7TKO_EMD-25976_AA,7TKP_EMD-25977_AA,7TKQ_EMD-25978_AA,7TKR_EMD-25979_AA,7TKS_EMD-25980_AA
7TK1_EMD-25949_Z	7TK1_EMD-25949_Z,7TK2_EMD-25954_Z,7TK3_EMD-25955_Z,7TK4_EMD-25956_Z,7TK5_EMD-25957_Z,7TK6_EMD-25958_Z,7TK7_EMD-25959_Z,7TK8_EMD-25960_Z,7TK9_EMD-25961_Z,7TKA_EMD-25962_Z,7TKB_EMD-25963_Z,7TKC_EMD-25964_Z,7TKD_EMD-25965_Z,7TKE_EMD-25966_Z,7TKF_EMD-25967_Z,7TKG_EMD-25968_Z,7TKI_EMD-25970_Z,7TKJ_EMD-25971_Z,7TKK_EMD-25972_Z,7TKL_EMD-25973_Z,7TKM_EMD-25974_Z,7TKN_EMD-25975_Z,7TKO_EMD-25976_Z,7TKP_EMD-25977_Z,7TKQ_EMD-25978_Z,7TKR_EMD-25979_Z,7TKS_EMD-25980_Z
7TK1_EMD-25949_Y	7TK1_EMD-25949_Y,7TK2_EMD-25954_Y,7TK3_EMD-25955_Y,7TK4_EMD-25956_Y,7TK5_EMD-25957_Y,7TK6_EMD-25958_Y,7TK7_EMD-25959_Y,7TK8_EMD-25960_Y,7TK9_EMD-25961_Y,7TKA_EMD-25962_Y,7TKB_EMD-25963_Y,7TKC_EMD-25964_Y,7TKD_EMD-25965_Y,7TKE_EMD-25966_Y,7TKF_EMD-25967_Y,7TKG_EMD-25968_Y,7TKI_EMD-25970_Y,7TKJ_EMD-25971_Y,7TKK_EMD-25972_Y,7TKL_EMD-25973_Y,7TKM_EMD-25974_Y,7TKN_EMD-25975_Y,7TKO_EMD-25976_Y,7TKP_EMD-25977_Y,7TKQ_EMD-25978_Y,7TKR_EMD-25979_Y,7TKS_EMD-25980_Y
7TK1_EMD-25949_X	7TK1_EMD-25949_X,7TK2_EMD-25954_X,7TK3_EMD-25955_X,7TK4_EMD-25956_X,7TK5_EMD-25957_X,7TK6_EMD-25958_X,7TK7_EMD-25959_X,7TK8_EMD-25960_X,7TK9_EMD-25961_X,7TKA_EMD-25962_X,7TKB_EMD-25963_X,7TKC_EMD-25964_X,7TKD_EMD-25965_X,7TKE_EMD-25966_X,7TKF_EMD-25967_X,7TKG_EMD-25968_X,7TKI_EMD-25970_X,7TKJ_EMD-25971_X,7TKK_EMD-25972_X,7TKL_EMD-25973_X,7TKM_EMD-25974_X,7TKN_EMD-25975_X,7TKO_EMD-25976_X,7TKP_EMD-25977_X,7TKQ_EMD-25978_X,7TKR_EMD-25979_X,7TKS_EMD-25980_X
7TK1_EMD-25949_W	7TK1_EMD-25949_W,7TK2_EMD-25954_W,7TK3_EMD-25955_W,7TK4_EMD-25956_W,7TK5_EMD-25957_W,7TK6_EMD-25958_W,7TK7_EMD-25959_W,7TK8_EMD-25960_W,7TK9_EMD-25961_W,7TKA_EMD-25962_W,7TKB_EMD-25963_W,7TKC_EMD-25964_W,7TKD_EMD-25965_W,7TKE_EMD-25966_W,7TKF_EMD-25967_W,7TKG_EMD-25968_W,7TKI_EMD-25970_W,7TKJ_EMD-25971_W,7TKK_EMD-25972_W,7TKL_EMD-25973_W,7TKM_EMD-25974_W,7TKN_EMD-25975_W,7TKO_EMD-25976_W,7TKP_EMD-25977_W,7TKQ_EMD-25978_W,7TKR_EMD-25979_W,7TKS_EMD-25980_W
7TK1_EMD-25949_A	7TK1_EMD-25949_A,7TK2_EMD-25954_A,7TK3_EMD-25955_A,7TK4_EMD-25956_A,7TK5_EMD-25957_A,7TK6_EMD-25958_A,7TK7_EMD-25959_A,7TK8_EMD-25960_A,7TK9_EMD-25961_A,7TKA_EMD-25962_A,7TKB_EMD-25963_A,7TKC_EMD-25964_A,7TKD_EMD-25965_A,7TKE_EMD-25966_A,7TKF_EMD-25967_A,7TKG_EMD-25968_A,7TKI_EMD-25970_A,7TKJ_EMD-25971_A,7TKK_EMD-25972_A,7TKL_EMD-25973_A,7TKM_EMD-25974_A,7TKN_EMD-25975_A,7TKO_EMD-25976_A,7TKP_EMD-25977_A,7TKQ_EMD-25978_A,7TKR_EMD-25979_A,7TKS_EMD-25980_A
7TKO_EMD-25976_V	7TKO_EMD-25976_V
7TNK_EMD-26012_A	7TNK_EMD-26012_A,7TNM_EMD-26014_A,8FQ1_EMD-29373_A,8VJ7_EMD-43276_A
7TNS_EMD-26019_UC	7TNS_EMD-26019_UC
7TNS_EMD-26019_AC	7TNS_EMD-26019_AC
7TNS_EMD-26019_A	7TNS_EMD-26019_A
7TUK_EMD-26117_A	7TUK_EMD-26117_A,8YMJ_EMD-39395_A
7TUL_EMD-26118_A	7TUL_EMD-26118_A
7TW0_EMD-26146_C	7TW0_EMD-26146_C,7TW1_EMD-26147_C,7TW5_EMD-26151_C,7TW6_EMD-26153_C
7TW0_EMD-26146_A	7TW0_EMD-26146_A,7TW1_EMD-26147_A,7TW2_EMD-26148_A,7TW5_EMD-26151_A,7TW6_EMD-26153_A
7TW5_EMD-26151_D	7TW5_EMD-26151_D,7TW6_EMD-26153_D
7U0D_EMD-26256_D	7U0D_EMD-26256_D
7U14_EMD-26277_A	7U14_EMD-26277_A
7U1E_EMD-26299_E	7U1E_EMD-26299_E,7U6Y_EMD-26308_E,7U7M_EMD-26309_E,7UAA_EMD-26312_E,7UQR_EMD-26320_E
7U1E_EMD-26299_A	7U1E_EMD-26299_A,7U6Y_EMD-26308_A,7U7M_EMD-26309_A,7UAA_EMD-26312_A,7UQR_EMD-26320_A
7U23_EMD-26306_A	7U23_EMD-26306_A,7XLC_EMD-31673_A
7U23_EMD-26306_C	7U23_EMD-26306_C
7U6D_EMD-26363_A	7U6D_EMD-26363_A
7UBB_EMD-26437_A	7UBB_EMD-26437_A
7UIF_EMD-26544_I	7UIF_EMD-26544_I
7UIF_EMD-26544_H	7UIF_EMD-26544_H
7UIF_EMD-26544_G	7UIF_EMD-26544_G
7UIF_EMD-26544_F	7UIF_EMD-26544_F
7UIF_EMD-26544_E	7UIF_EMD-26544_E
7UIF_EMD-26544_D	7UIF_EMD-26544_D
7UIF_EMD-26544_FA	7UIF_EMD-26544_FA
7UIF_EMD-26544_EA	7UIF_EMD-26544_EA
7UIF_EMD-26544_DA	7UIF_EMD-26544_DA
7UIF_EMD-26544_C	7UIF_EMD-26544_C
7UIF_EMD-26544_CA	7UIF_EMD-26544_CA
7UIF_EMD-26544_BA	7UIF_EMD-26544_BA
7UIF_EMD-26544_AA	7UIF_EMD-26544_AA
7UIF_EMD-26544_Z	7UIF_EMD-26544_Z
7UIF_EMD-26544_Y	7UIF_EMD-26544_Y
7UIF_EMD-26544_X	7UIF_EMD-26544_X
7UIF_EMD-26544_W	7UIF_EMD-26544_W
7UIF_EMD-26544_V	7UIF_EMD-26544_V
7UIF_EMD-26544_U	7UIF_EMD-26544_U
7UIF_EMD-26544_T	7UIF_EMD-26544_T
7UIF_EMD-26544_B	7UIF_EMD-26544_B
7UIF_EMD-26544_S	7UIF_EMD-26544_S
7UIF_EMD-26544_R	7UIF_EMD-26544_R
7UIF_EMD-26544_Q	7UIF_EMD-26544_Q
7UIF_EMD-26544_P	7UIF_EMD-26544_P
7UIF_EMD-26544_O	7UIF_EMD-26544_O
7UIF_EMD-26544_N	7UIF_EMD-26544_N
7UIF_EMD-26544_M	7UIF_EMD-26544_M
7UIF_EMD-26544_L	7UIF_EMD-26544_L
7UIF_EMD-26544_K	7UIF_EMD-26544_K
7UIF_EMD-26544_J	7UIF_EMD-26544_J
7UIF_EMD-26544_A	7UIF_EMD-26544_A
7UJJ_EMD-26563_C	7UJJ_EMD-26563_C
7UJJ_EMD-26563_B	7UJJ_EMD-26563_B
7UJJ_EMD-26563_A	7UJJ_EMD-26563_A
7UN1_EMD-26611_A	7UN1_EMD-26611_A
7URR_EMD-26717_A	7URR_EMD-26717_A
7UTI_EMD-0729_U	7UTI_EMD-0729_U,7UTL_EMD-0728_W,8UWW_EMD-42681_E,8UWX_EMD-42682_E,8UWY_EMD-42683_E,8UYD_EMD-42800_E,8UZ5_EMD-42833_E,8UZ6_EMD-42835_E,8UZX_EMD-42846_E,8UZY_EMD-42847_E,8V01_EMD-42849_E,8V0I_EMD-42856_E,8V0K_EMD-42858_E,8V0Y_EMD-42874_E,9MO4_EMD-48447_I,9MO5_EMD-48448_I,9MO6_EMD-48449_I,9MO7_EMD-48450_I,9MO8_EMD-48451_J,9MO9_EMD-48452_I,9MOA_EMD-48453_I,9MOB_EMD-48454_J,9MOC_EMD-48455_J,9MOD_EMD-48456_J,9MOI_EMD-48467_I,9MOK_EMD-48468_J,9MOL_EMD-48469_J,9MOM_EMD-48470_J,9MON_EMD-48471_J,9MOO_EMD-48476_I,9MOP_EMD-48477_I,9MOU_EMD-48482_J,9MOW_EMD-48483_J,9MOX_EMD-48484_I
7UUS_EMD-26802_Q	7UUS_EMD-26802_Q
7UUS_EMD-26802_B	7UUS_EMD-26802_B
7UUS_EMD-26802_A	7UUS_EMD-26802_A
7UY8_EMD-26867_D	7UY8_EMD-26867_D
7UY8_EMD-26867_C	7UY8_EMD-26867_C
7UY8_EMD-26867_B	7UY8_EMD-26867_B
7UY8_EMD-26867_A	7UY8_EMD-26867_A
7V0N_EMD-26945_M	7V0N_EMD-26945_M,7V0O_EMD-26946_M,7V0P_EMD-26947_M,8YS2_EMD-38376_B,8YS4_EMD-38377_B
7V0N_EMD-26945_A	7V0N_EMD-26945_A,7V0O_EMD-26946_A,7V0P_EMD-26947_A,8YS2_EMD-38376_A,8YS4_EMD-38377_A
7V3J_EMD-31681_A	7V3J_EMD-31681_A
7V6O_EMD-31744_A	7V6O_EMD-31744_A
7VAK_EMD-31845_J	7VAK_EMD-31845_J
7VAK_EMD-31845_I	7VAK_EMD-31845_I
7VAK_EMD-31845_H	7VAK_EMD-31845_H
7VAK_EMD-31845_G	7VAK_EMD-31845_G
7VAK_EMD-31845_D	7VAK_EMD-31845_D
